20200901,3.58,3.59,3.54,3.57,14827105,52805496.00
20200902,3.57,3.59,3.52,3.57,15552441,55257072.00
20200903,3.57,3.65,3.54,3.61,25782858,93102304.00
20200904,3.55,3.57,3.52,3.56,16659082,59059824.00
20200907,3.56,3.58,3.48,3.51,21827898,77124312.00
20200908,3.50,3.53,3.46,3.51,20712657,72359512.00
20200909,3.49,3.53,3.48,3.48,23076846,80858048.00
20200910,3.53,3.53,3.36,3.37,32976987,113063352.00
20200911,3.38,3.42,3.33,3.38,12913713,43743944.00
20200914,3.42,3.48,3.41,3.43,15811406,54448160.00
20200915,3.45,3.45,3.40,3.40,8692374,29673370.00
20200916,3.42,3.42,3.38,3.39,8634400,29330744.00
20200917,3.40,3.40,3.34,3.35,14628231,49143424.00
20200918,3.35,3.40,3.34,3.39,13156688,44325652.00
20200921,3.39,3.43,3.37,3.38,10857800,36886204.00
20200922,3.37,3.44,3.36,3.37,12428430,42239072.00
20200923,3.37,3.42,3.36,3.41,11590034,39303784.00
20200924,3.39,3.40,3.31,3.33,14358554,48011420.00
20200925,3.34,3.37,3.30,3.31,10453659,34776680.00
20200928,3.32,3.33,3.27,3.28,9276949,30598036.00
20200929,3.28,3.31,3.26,3.28,9108746,29922398.00
20200930,3.28,3.29,3.22,3.23,9989961,32498140.00
20201009,3.27,3.31,3.26,3.30,8441380,27805200.00
20201012,3.33,3.39,3.32,3.38,13072936,43911356.00
20201013,3.39,3.45,3.37,3.42,16426666,56108424.00
20201014,3.42,3.44,3.35,3.39,15597438,52912212.00
20201015,3.41,3.41,3.35,3.37,11016700,37140420.00
20201016,3.37,3.39,3.34,3.38,10289591,34578532.00
20201019,3.40,3.45,3.36,3.37,14178410,48305676.00
20201020,3.37,3.42,3.35,3.42,9911752,33597112.00
20201021,3.40,3.42,3.37,3.39,7730352,26230640.00
20201022,3.37,3.38,3.34,3.37,8233099,27678432.00
20201023,3.37,3.38,3.30,3.31,10991206,36657748.00
20201026,3.32,3.32,3.26,3.29,7240200,23809230.00
20201027,3.28,3.30,3.27,3.28,6350278,20833636.00
20201028,3.26,3.28,3.22,3.24,10603521,34423064.00
20201029,3.22,3.26,3.20,3.25,10689210,34569048.00
20201030,3.26,3.26,3.17,3.18,14447796,46250256.00
20201102,3.17,3.18,3.12,3.13,10650017,33452060.00
20201103,3.15,3.19,3.13,3.19,6052663,19209724.00
20201104,3.19,3.20,3.15,3.16,7432391,23523798.00
20201105,3.18,3.21,3.16,3.21,9470913,30201590.00
20201106,3.21,3.22,3.17,3.20,7010290,22358108.00
20201109,3.21,3.24,3.20,3.23,13433297,43372148.00
20201110,3.23,3.24,3.19,3.19,8918944,28655700.00
20201111,3.21,3.21,3.17,3.19,8524501,27141128.00
20201112,3.18,3.22,3.18,3.20,7832316,25050260.00
20201113,3.20,3.21,3.18,3.21,5732539,18315130.00
