20210125,55.00,59.50,50.01,52.35,12923203,685246656.00
20210126,49.00,51.00,44.60,44.95,7987859,377956416.00
20210127,44.89,47.60,42.50,46.01,5268280,236549424.00
20210128,45.30,47.61,44.20,44.26,3526835,160421648.00
20210129,44.00,46.47,41.22,44.01,5124250,222652864.00
20210201,43.36,52.66,42.98,50.46,7625604,365331552.00
数据来源:通达信
