20210127,38.00,39.14,31.25,32.07,21558131,729082496.00
20210128,31.09,39.08,30.90,35.79,18331327,645848320.00
20210129,35.50,41.00,32.12,36.09,17891489,630100288.00
20210201,37.61,43.90,36.30,41.25,16150149,640738816.00
数据来源:通达信
