20200901,51.00,52.20,50.20,51.34,9019367,460083520.00
20200902,51.36,51.85,50.37,50.41,8096593,412069664.00
20200903,50.13,50.86,49.13,50.12,8100672,406281568.00
20200904,49.02,50.50,48.04,49.65,9955598,485984352.00
20200907,50.00,50.66,46.15,47.28,13849928,663276480.00
20200908,48.50,48.50,45.45,46.20,10058127,467299232.00
20200909,45.22,46.35,42.51,42.53,18541606,812996480.00
20200910,43.19,46.78,43.00,46.78,17461252,799516736.00
20200911,46.79,49.90,46.00,49.61,42963303,2058693120.00
20200914,48.23,49.50,46.80,48.71,21237321,1024476032.00
20200915,48.00,48.70,45.50,48.60,18155304,854984512.00
20200916,48.00,48.40,46.76,47.00,10671153,506898080.00
20200917,46.76,47.98,45.70,47.24,10328569,485981760.00
20200918,47.04,50.60,46.81,48.76,21862765,1068633280.00
20200921,47.82,51.10,46.60,49.30,18515550,908164416.00
20200922,48.67,50.68,48.07,48.99,11894887,587397248.00
20200923,49.40,49.86,48.00,49.86,9764468,478968128.00
20200924,50.00,50.00,47.60,48.03,9898938,479617504.00
20200925,47.49,50.79,47.31,50.13,14942239,739046720.00
20200928,49.85,52.88,49.03,51.63,16879179,863806592.00
20200929,51.36,51.62,49.10,49.80,12803774,638595072.00
20200930,49.20,49.50,47.28,48.05,8957019,430967904.00
20201009,48.80,49.00,45.50,47.60,11307619,529081856.00
20201012,47.60,49.98,46.80,49.70,14590344,708638400.00
20201013,50.55,50.55,48.00,48.88,9558776,463804960.00
20201014,48.36,48.80,46.56,47.09,10463120,493853280.00
20201015,46.63,47.30,45.51,46.60,7322198,337570080.00
20201016,46.59,46.76,44.77,45.39,8919735,405854144.00
20201019,45.10,45.50,44.35,45.15,8158593,366252704.00
20201020,44.92,45.50,44.17,45.25,8095104,363709824.00
20201021,45.26,45.46,43.55,43.93,7904378,349691584.00
20201022,43.65,43.65,41.99,42.85,10300429,437836192.00
20201023,42.70,43.18,41.43,42.10,6557020,276143296.00
20201026,41.50,41.50,40.06,40.75,9450827,385151168.00
20201027,40.88,41.99,40.28,40.98,9359253,382932288.00
20201028,40.95,41.50,39.90,41.20,11547491,470275136.00
20201029,40.56,41.39,40.31,40.80,5841397,239035008.00
20201030,40.89,41.50,39.99,40.36,6883057,280771552.00
20201102,40.39,40.60,38.90,39.47,9552859,378829856.00
20201103,40.06,43.00,40.01,40.39,20730221,851362496.00
20201104,40.38,40.79,39.81,40.69,8712593,351853280.00
20201105,41.00,42.48,40.39,41.90,13098941,545024960.00
20201106,41.85,41.86,40.54,41.07,7837447,322729472.00
20201109,41.05,42.82,40.80,42.62,12291046,519060768.00
20201110,43.16,43.34,40.75,41.27,12334472,509143232.00
20201111,41.27,41.92,40.11,40.40,7630212,312075936.00
