20210122,222.00,236.00,214.00,218.00,14660603,3300448000.00
20210125,227.99,231.98,191.20,205.49,9380118,1997968640.00
20210126,203.00,214.77,185.50,204.80,4958932,992516928.00
20210127,203.50,206.36,193.45,195.00,2469633,490854656.00
20210128,190.00,195.00,173.00,179.00,3066112,561352192.00
20210129,184.00,187.90,162.58,169.50,3575132,612092096.00
20210201,169.99,179.80,167.00,174.30,2590160,451660128.00
数据来源:通达信
