20200901,32.05,32.60,32.00,32.34,1121404,36135536.00
20200902,32.35,32.53,32.15,32.23,1237877,39962600.00
20200903,32.20,32.48,31.97,32.24,1350168,43546952.00
20200904,32.16,32.77,31.70,32.51,1521646,49149896.00
20200907,32.45,32.60,30.60,31.20,1731265,55407636.00
20200908,31.30,31.50,30.00,30.30,1530766,46711816.00
20200909,30.00,30.00,29.18,29.36,1302003,38573768.00
20200910,29.63,30.19,27.91,28.13,1509434,43782308.00
20200911,27.92,28.95,27.62,28.78,1053679,29926360.00
20200914,29.03,29.69,28.79,29.01,900060,26283180.00
20200915,29.01,30.30,28.86,29.70,1394350,41529932.00
20200916,29.62,30.50,29.60,30.36,1068515,32040118.00
20200917,30.54,34.37,30.22,33.00,4094708,132104280.00
20200918,33.00,33.25,31.66,31.97,2317692,74665568.00
20200921,31.99,32.12,31.31,31.32,1018666,32152980.00
20200922,30.61,31.45,30.30,30.56,936538,28924428.00
20200923,30.57,31.12,30.57,30.88,760379,23477732.00
20200924,30.72,30.72,29.57,29.59,1339071,40022456.00
20200925,29.67,29.98,28.85,29.20,604779,17785646.00
20200928,29.10,29.98,28.86,29.09,615510,18051896.00
20200929,29.39,29.56,29.00,29.20,501330,14710802.00
20200930,29.40,29.50,28.60,28.65,526838,15289576.00
20201009,29.24,29.65,28.82,29.51,568334,16711097.00
20201012,29.60,30.80,29.60,30.71,974923,29625192.00
20201013,30.80,30.84,30.28,30.37,700229,21314800.00
20201014,30.14,30.48,29.58,30.02,598735,17955764.00
20201015,30.02,30.33,29.29,29.35,704981,20873032.00
20201016,29.30,29.51,29.21,29.21,472939,13860818.00
20201019,29.25,29.58,28.66,28.78,547652,15945496.00
20201020,28.85,29.21,28.56,29.03,298336,8619472.00
20201021,29.07,29.76,29.06,29.30,613109,17979172.00
20201022,29.46,29.46,28.46,28.88,633571,18182004.00
20201023,28.75,28.99,28.26,28.31,510438,14609738.00
20201026,28.53,28.69,27.84,28.15,397442,11239071.00
20201027,28.15,28.60,28.10,28.49,365255,10363514.00
20201028,28.49,28.86,27.70,27.85,1038361,29136352.00
20201029,27.85,29.27,27.62,28.60,1510514,43094032.00
20201030,28.65,29.08,28.05,28.12,1012606,28985172.00
20201102,28.12,28.66,27.08,27.27,1193028,33033084.00
20201103,27.28,28.28,27.28,28.16,924467,25767268.00
20201104,28.20,28.44,27.72,27.89,723553,20231612.00
20201105,28.83,28.83,28.01,28.48,773398,21904146.00
20201106,28.52,28.76,28.01,28.39,609025,17290596.00
20201109,28.49,29.67,28.48,29.47,1341709,39267720.00
20201110,29.80,29.80,29.02,29.16,948944,27873528.00
20201111,29.29,30.15,28.91,29.54,1247562,36879492.00
20201112,29.58,30.26,29.22,29.51,1135945,33785936.00
20201113,29.25,30.42,28.55,30.28,1403576,41827040.00
20201116,30.28,31.60,30.20,30.80,2122988,65457484.00
20201117,30.80,31.45,30.19,30.71,1300075,39819300.00
20201118,30.62,32.08,30.46,31.81,2095825,65944508.00
20201119,31.70,31.85,31.22,31.42,1350797,42449076.00
20201120,31.80,31.80,30.62,31.29,1259916,39094112.00
20201123,31.24,31.24,30.32,30.46,1325936,40629208.00
20201124,30.43,30.92,30.10,30.18,819564,24885032.00
20201125,30.14,30.71,29.68,29.84,886602,26766520.00
20201126,29.98,29.99,28.99,29.20,1001091,29409384.00
20201127,29.13,29.29,28.70,29.00,558615,16168757.00
20201130,29.14,29.75,29.00,29.30,642361,18923706.00
20201201,29.49,29.60,29.14,29.55,443659,13042335.00
20201202,29.60,29.69,29.32,29.42,445856,13137667.00
20201203,29.42,29.56,29.32,29.36,478346,14070871.00
20201204,29.36,29.47,29.20,29.23,383055,11231509.00
20201207,29.10,29.34,28.51,28.85,508601,14727401.00
20201208,28.89,28.90,28.00,28.38,500967,14297093.00
20201209,28.35,28.39,27.51,27.73,553659,15449642.00
20201210,27.51,28.12,27.41,27.85,421375,11748537.00
20201211,27.85,28.18,26.49,26.57,1051544,28297572.00
