20210121,45.13,54.16,45.13,54.16,195101,10525132.00
20210122,59.58,59.58,59.58,59.58,54669,3257179.00
20210125,65.54,65.54,65.54,65.54,56200,3683348.00
20210126,72.09,72.09,72.09,72.09,86303,6221583.00
20210127,79.30,79.30,79.30,79.30,166408,13196154.00
20210128,71.37,71.37,71.37,71.37,727100,51893128.00
20210129,64.23,64.23,64.23,64.23,394100,25313044.00
20210201,58.51,68.50,58.51,63.33,5340662,330591072.00
数据来源:通达信
