20200901,22.40,22.86,22.38,22.70,14429220,326491648.00
20200902,22.85,23.33,22.48,23.03,20741904,475149792.00
20200903,23.03,23.24,22.31,22.43,21170674,480695296.00
20200904,22.00,22.09,21.40,21.54,24387008,526999936.00
20200907,21.47,21.60,20.83,20.85,22858172,482514688.00
20200908,20.85,21.16,20.70,20.94,17180065,359248672.00
20200909,20.71,20.89,20.20,20.23,26515749,541849792.00
20200910,20.39,20.47,20.00,20.20,18752262,380095744.00
20200911,20.12,20.14,19.66,19.90,18586286,369027360.00
20200914,20.10,20.25,19.80,20.17,17079134,342060320.00
20200915,20.17,20.51,20.00,20.24,19157155,386977152.00
20200916,20.15,20.44,20.06,20.39,12434561,252086304.00
20200917,20.27,20.43,20.08,20.23,11912875,241460944.00
20200918,20.28,20.45,20.03,20.43,14758081,299217728.00
20200921,20.56,20.62,20.14,20.18,13030091,264601568.00
20200922,20.18,20.24,19.75,19.82,15560624,309700864.00
20200923,19.92,19.95,19.68,19.81,9325921,184498144.00
20200924,19.75,20.06,19.30,19.33,16561294,324341344.00
20200925,19.42,19.73,19.35,19.67,10883222,212955088.00
20200928,19.83,19.98,19.74,19.82,8310429,165114208.00
20200929,19.78,19.95,19.50,19.62,12559399,247266368.00
20200930,19.65,19.85,19.54,19.72,14520506,286332000.00
20201009,19.90,20.18,19.87,20.10,19749789,395551392.00
20201012,20.25,20.90,20.20,20.90,27431477,564018368.00
20201013,20.84,20.84,20.56,20.84,11646074,241056208.00
20201014,21.00,21.13,20.81,21.10,18554220,390082912.00
20201015,21.06,21.09,20.82,20.95,8389981,175851072.00
20201016,20.99,21.14,20.55,20.60,12114761,251109408.00
20201019,20.88,20.90,20.45,20.65,8175621,168937008.00
20201020,20.48,20.75,20.42,20.64,10754843,221323024.00
20201021,20.60,20.68,19.88,19.98,14865655,298755968.00
20201022,20.05,20.64,19.80,20.59,15280396,310248128.00
20201023,20.68,20.76,20.20,20.29,9637476,197210544.00
20201026,20.43,20.64,20.14,20.52,7741483,158195520.00
20201027,20.46,20.53,20.20,20.50,7438367,151633536.00
20201028,20.68,21.51,20.45,21.33,28394643,596659200.00
20201029,21.15,21.60,21.11,21.22,14655342,312964672.00
20201030,21.22,21.35,20.50,20.76,17180825,358912736.00
20201102,21.10,22.17,21.06,22.00,31088069,677923968.00
20201103,22.25,22.29,21.81,22.03,19031360,419104288.00
20201104,22.10,22.30,21.67,21.82,19506451,427110752.00
20201105,22.10,22.44,21.90,22.12,26841148,593775232.00
20201106,22.18,22.82,22.00,22.35,28075821,628588416.00
20201109,22.70,23.17,22.45,23.15,37109622,849188800.00
20201110,23.05,23.25,22.67,22.76,23935016,547088576.00
20201111,22.92,23.14,22.76,22.88,19592672,449477312.00
20201112,22.99,23.58,22.52,23.36,23475805,544647040.00
20201113,23.29,23.66,23.07,23.60,22292791,522459168.00
20201116,23.80,23.89,23.39,23.86,24112575,571304384.00
20201117,23.80,24.22,23.56,23.94,26931935,642512576.00
20201118,23.90,23.96,23.19,23.54,28075622,658119488.00
20201119,23.48,23.66,23.21,23.50,15055901,353911456.00
20201120,23.57,24.10,23.42,23.95,20184032,482837792.00
20201123,24.00,24.47,23.76,24.19,23676541,572455040.00
20201124,24.19,26.06,24.12,25.70,55698038,1415230080.00
20201125,25.69,25.70,24.80,24.83,33331127,837916928.00
20201126,24.79,24.79,22.94,23.13,41588879,978203200.00
20201127,23.30,24.21,23.20,24.00,37651739,896373568.00
20201130,24.01,24.01,23.34,23.59,18886145,449053792.00
20201201,23.53,23.65,23.04,23.44,21768871,506873664.00
20201202,23.36,23.43,22.74,22.83,23305033,533780544.00
20201203,22.83,22.94,22.39,22.56,20813482,469713696.00
20201204,22.55,22.68,22.25,22.54,14803771,332344448.00
20201207,22.41,22.82,22.32,22.50,13726078,309512736.00
20201208,22.43,22.75,22.43,22.62,11401402,257705408.00
20201209,22.85,23.09,22.29,22.35,16197110,367767648.00
20201210,22.44,22.57,22.13,22.44,10656495,238506048.00
20201211,22.43,22.50,21.99,22.32,15985703,355249920.00
20201214,22.15,22.32,21.86,22.09,10111663,222975104.00
20201215,22.14,22.79,22.06,22.77,15229356,344140128.00
